STUDENTID,ACADYEAR,SEMESTER,CAMPUSID,COURSEID,CAMPUSNAME,CURRIC,COURSENAME,SECTIONGROUP,CREDIT
423635,2557,1,2,MA212,RANGSIT,561,CALCULUS 2,30002,3
423635,2557,2,2,CS111,RANGSIT,561,OBJECT-ORIENTED PROGRAMMING,450002,3
423637,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,5401,1
423637,2556,2,2,MA211,RANGSIT,561,CALCULUS 1,90001,3
423637,2556,3,2,SO201,RANGSIT,561,INTRODUCTION TO SOCIOLOGY,812301,3
423637,2557,1,2,CS215,RANGSIT,561,PROGRAMMING PRACTICUM USING APPLICATION PROGRAMMING INTERFACE,2102,1
423638,2556,1,2,SC135,RANGSIT,561,GENERAL PHYSICS,80001,3
423638,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,70001,3
423638,2556,2,2,MA211,RANGSIT,561,CALCULUS 1,90001,3
423638,2556,3,2,AS171,RANGSIT,561,KOREAN 1,812301,3
423638,2557,1,2,MA216,RANGSIT,561,CALCULUS FOR SOCIAL SCIENCE 1,80001,3
423638,2557,2,2,MA211,RANGSIT,561,CALCULUS 1,90001,3
423639,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,5401,1
423639,2556,2,2,MA211,RANGSIT,561,CALCULUS 1,90001,3
423639,2557,1,2,AT326,RANGSIT,561,RICE AND PRODUCTION TECHNOLOGY,60001,3
423639,2557,1,2,CS215,RANGSIT,561,PROGRAMMING PRACTICUM USING APPLICATION PROGRAMMING INTERFACE,2102,1
423639,2557,2,2,MA212,RANGSIT,561,CALCULUS 2,90001,3
423640,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,5401,1
423640,2556,2,2,MA211,RANGSIT,561,CALCULUS 1,90001,3
423641,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,5401,1
423641,2557,1,2,AT326,RANGSIT,561,RICE AND PRODUCTION TECHNOLOGY,60001,3
423641,2557,2,2,CS300,RANGSIT,561,SEMINAR IN PRACTICAL PROGRAMMING,1,1
423641,2557,2,2,ES356,RANGSIT,561,ECO-TOURISM,810002,3
423642,2556,2,2,TU130,RANGSIT,561,INTEGRATED SCIENCES AND TECHNOLOGY,870001,2
423643,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,70001,3
423643,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,5401,1
423643,2557,1,2,AT326,RANGSIT,561,RICE AND PRODUCTION TECHNOLOGY,60001,3
423643,2557,1,2,MA211,RANGSIT,561,CALCULUS 1,70002,3
423644,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,5401,1
423644,2556,2,2,EL172,RANGSIT,561,ENGLISH COURSE 3,100005,3
423644,2556,3,2,AS171,RANGSIT,561,KOREAN 1,812301,3
423644,2557,1,2,CS215,RANGSIT,561,PROGRAMMING PRACTICUM USING APPLICATION PROGRAMMING INTERFACE,2101,1
423644,2557,1,2,MA212,RANGSIT,561,CALCULUS 2,30002,3
423645,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,5401,1
423645,2557,1,2,CS211,RANGSIT,561,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,120002,3
423645,2557,1,2,CS215,RANGSIT,561,PROGRAMMING PRACTICUM USING APPLICATION PROGRAMMING INTERFACE,2102,1
423648,2556,2,2,EL172,RANGSIT,561,ENGLISH COURSE 3,100006,3
423648,2556,2,2,MA211,RANGSIT,561,CALCULUS 1,90001,3
423648,2556,3,2,SO201,RANGSIT,561,INTRODUCTION TO SOCIOLOGY,812301,3
423648,2557,1,2,MA211,RANGSIT,561,CALCULUS 1,70002,3
423649,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,5401,1
423649,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,5401,1
423649,2557,1,2,MA212,RANGSIT,561,CALCULUS 2,30002,3
423649,2557,1,2,MA212,RANGSIT,561,CALCULUS 2,30001,3
423649,2557,2,2,CS111,RANGSIT,561,OBJECT-ORIENTED PROGRAMMING,450002,3
424317,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650001,1
424317,2557,1,2,EL295,RANGSIT,561,ACADEMIC ENGLISH 1,650001,3
424318,2556,1,2,MA216,RANGSIT,561,CALCULUS FOR SOCIAL SCIENCE 1,650001,3
424318,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
424319,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
424319,2557,1,2,CS215,RANGSIT,561,PROGRAMMING PRACTICUM USING APPLICATION PROGRAMMING INTERFACE,650001,1
424323,2556,1,2,MA216,RANGSIT,561,CALCULUS FOR SOCIAL SCIENCE 1,650001,3
424323,2557,2,2,CS111,RANGSIT,561,OBJECT-ORIENTED PROGRAMMING,650003,3
424324,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
424325,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650001,1
424325,2556,1,2,MA216,RANGSIT,561,CALCULUS FOR SOCIAL SCIENCE 1,650001,3
424325,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
424327,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
424327,2557,2,2,ST326,RANGSIT,561,APPLIED PROBABILITY,650001,3
424328,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650001,1
424328,2556,1,2,EL171,RANGSIT,561,ENGLISH COURSE 2,650001,3
424328,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
424328,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
424328,2557,2,2,CS341,RANGSIT,561,OPERATING SYSTEMS I,650001,3
424329,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
424329,2556,2,2,CS111,RANGSIT,561,OBJECT-ORIENTED PROGRAMMING,650002,3
424329,2557,1,2,EL295,RANGSIT,561,ACADEMIC ENGLISH 1,650002,3
424329,2557,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
424329,2557,2,2,SC135,RANGSIT,561,GENERAL PHYSICS,650001,3
424329,2557,2,2,SC185,RANGSIT,561,GENERAL PHYSICS  LABORATORY,650001,1
424329,2557,2,2,ST217,RANGSIT,561,STATISTICS  FOR  SOCIAL  SCIENCE 2,650001,3
424330,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
424330,2556,3,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
424330,2557,1,2,CS215,RANGSIT,561,PROGRAMMING PRACTICUM USING APPLICATION PROGRAMMING INTERFACE,650001,1
424330,2557,2,2,CS231,RANGSIT,561,PROGRAMMING LANGUAGES AND PARADIGMS,650002,3
424330,2557,2,2,CS251,RANGSIT,561,DATABASE SYSTEMS 1,650001,3
424330,2557,2,2,CS281,RANGSIT,561,OBJECT-ORIENTED ANALYSIS AND DESIGN,650001,3
424330,2557,2,2,CS311,RANGSIT,561,DESIGN AND ANALYSIS OF ALGORITHMS,650002,3
424330,2557,2,2,CS341,RANGSIT,561,OPERATING SYSTEMS I,650002,3
424331,2556,1,2,MA216,RANGSIT,561,CALCULUS FOR SOCIAL SCIENCE 1,650001,3
424331,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
424331,2557,1,2,EL295,RANGSIT,561,ACADEMIC ENGLISH 1,650001,3
424332,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
424332,2557,1,2,CS211,RANGSIT,561,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,650001,3
424332,2557,1,2,CS213,RANGSIT,561,DATA STRUCTURES,650001,3
424332,2557,1,2,CS215,RANGSIT,561,PROGRAMMING PRACTICUM USING APPLICATION PROGRAMMING INTERFACE,650001,1
424332,2557,1,2,CS223,RANGSIT,561,COMPUTER ORGANIZATION AND ARCHITECTURE,650001,3
424333,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
424333,2556,2,2,SC135,RANGSIT,561,GENERAL PHYSICS,650001,3
424333,2556,3,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
424333,2557,1,2,CS215,RANGSIT,561,PROGRAMMING PRACTICUM USING APPLICATION PROGRAMMING INTERFACE,650001,1
424333,2557,1,2,EL295,RANGSIT,561,ACADEMIC ENGLISH 1,650002,3
424334,2557,1,2,CS211,RANGSIT,561,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,650001,3
427159,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650001,1
427159,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
427159,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427160,2556,1,2,TU100,RANGSIT,561,CIVIC EDUCATION,650001,3
427160,2556,2,2,SC135,RANGSIT,561,GENERAL PHYSICS,650001,3
427160,2557,1,2,CS211,RANGSIT,561,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,650002,3
427160,2557,1,2,CS284,RANGSIT,561,INTRODUCTION TO SOFTWARE ENGINEERING,650001,3
427160,2557,1,2,EL295,RANGSIT,561,ACADEMIC ENGLISH 1,650001,3
427161,2556,1,2,MA216,RANGSIT,561,CALCULUS FOR SOCIAL SCIENCE 1,650001,3
427161,2557,1,2,CS211,RANGSIT,561,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,650001,3
427162,2556,1,2,TU100,RANGSIT,561,CIVIC EDUCATION,650001,3
427162,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427162,2556,2,2,CS111,RANGSIT,561,OBJECT-ORIENTED PROGRAMMING,650002,3
427162,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,650001,1
427162,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,650001,1
427162,2556,2,2,MA212,RANGSIT,561,CALCULUS 2,650001,3
427162,2557,1,2,CS215,RANGSIT,561,PROGRAMMING PRACTICUM USING APPLICATION PROGRAMMING INTERFACE,650001,1
427164,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
427164,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427164,2556,2,2,SC135,RANGSIT,561,GENERAL PHYSICS,650001,3
427164,2557,1,2,CS211,RANGSIT,561,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,650001,3
427164,2557,1,2,CS213,RANGSIT,561,DATA STRUCTURES,650001,3
427165,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650001,1
427165,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427165,2556,2,2,MA212,RANGSIT,561,CALCULUS 2,650001,3
427165,2557,1,2,CS211,RANGSIT,561,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,650001,3
427165,2557,1,2,CS213,RANGSIT,561,DATA STRUCTURES,650001,3
427165,2557,1,2,CS223,RANGSIT,561,COMPUTER ORGANIZATION AND ARCHITECTURE,650001,3
427165,2557,1,2,CS284,RANGSIT,561,INTRODUCTION TO SOFTWARE ENGINEERING,650001,3
427165,2557,1,2,EL295,RANGSIT,561,ACADEMIC ENGLISH 1,650001,3
427165,2557,1,2,TU110,RANGSIT,561,INTEGRATED HUMANITIES,650001,2
427166,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650001,1
427166,2556,1,2,TH161,RANGSIT,561,THAI USAGE,650001,3
427166,2557,1,2,CS296,RANGSIT,561,ART AND DESIGN FOUNDATIONS,650001,3
427166,2557,1,2,TU110,RANGSIT,561,INTEGRATED HUMANITIES,650001,2
427167,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650001,1
427167,2556,1,2,MA216,RANGSIT,561,CALCULUS FOR SOCIAL SCIENCE 1,650001,3
427167,2556,1,2,TH161,RANGSIT,561,THAI USAGE,650001,3
427167,2556,1,2,TU100,RANGSIT,561,CIVIC EDUCATION,650001,3
427167,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427167,2556,2,2,SC135,RANGSIT,561,GENERAL PHYSICS,650001,3
427167,2556,2,2,SC185,RANGSIT,561,GENERAL PHYSICS  LABORATORY,650001,1
427167,2556,3,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
427167,2556,3,2,ST216,RANGSIT,561,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
427168,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650001,1
427168,2556,1,2,MA216,RANGSIT,561,CALCULUS FOR SOCIAL SCIENCE 1,650001,3
427168,2556,1,2,TH161,RANGSIT,561,THAI USAGE,650001,3
427168,2556,1,2,TU100,RANGSIT,561,CIVIC EDUCATION,650001,3
427168,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427168,2556,2,2,SC135,RANGSIT,561,GENERAL PHYSICS,650001,3
427168,2556,2,2,SC185,RANGSIT,561,GENERAL PHYSICS  LABORATORY,650001,1
427168,2556,2,2,TU120,RANGSIT,561,INTEGRATED SOCIAL SCIENCES,650001,2
427169,2556,1,2,MA216,RANGSIT,561,CALCULUS FOR SOCIAL SCIENCE 1,650001,3
427169,2556,2,2,CS111,RANGSIT,561,OBJECT-ORIENTED PROGRAMMING,650002,3
427169,2556,2,2,EL171,RANGSIT,561,ENGLISH COURSE 2,650101,3
427169,2557,1,2,CS215,RANGSIT,561,PROGRAMMING PRACTICUM USING APPLICATION PROGRAMMING INTERFACE,650001,1
427170,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427170,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,650001,1
427170,2556,2,2,MA212,RANGSIT,561,CALCULUS 2,650001,3
427170,2556,2,2,SC135,RANGSIT,561,GENERAL PHYSICS,650001,3
427170,2556,3,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
427170,2556,3,2,ST216,RANGSIT,561,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
427171,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650001,1
427171,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427171,2556,3,2,ST216,RANGSIT,561,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
427172,2556,1,2,TU100,RANGSIT,561,CIVIC EDUCATION,650001,3
427172,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427172,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,650001,1
427172,2556,2,2,MA212,RANGSIT,561,CALCULUS 2,650001,3
427173,2556,1,2,MA216,RANGSIT,561,CALCULUS FOR SOCIAL SCIENCE 1,650001,3
427173,2557,1,2,EL295,RANGSIT,561,ACADEMIC ENGLISH 1,650002,3
427173,2557,1,2,EL295,RANGSIT,561,ACADEMIC ENGLISH 1,650001,3
427174,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650001,1
427174,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
427174,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427174,2556,3,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
427174,2557,1,2,CS211,RANGSIT,561,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,650001,3
427174,2557,2,2,CS341,RANGSIT,561,OPERATING SYSTEMS I,650002,3
427176,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427176,2556,2,2,SC135,RANGSIT,561,GENERAL PHYSICS,650001,3
427176,2556,3,2,EL172,RANGSIT,561,ENGLISH COURSE 3,650001,3
427176,2556,3,2,ST216,RANGSIT,561,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
427177,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,650001,1
427177,2556,2,2,MA212,RANGSIT,561,CALCULUS 2,650001,3
427177,2557,2,2,CS111,RANGSIT,561,OBJECT-ORIENTED PROGRAMMING,650003,3
427178,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650001,1
427178,2556,1,2,MA216,RANGSIT,561,CALCULUS FOR SOCIAL SCIENCE 1,650001,3
427178,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427178,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,650001,1
427178,2557,2,2,CS111,RANGSIT,561,OBJECT-ORIENTED PROGRAMMING,650003,3
427179,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650002,1
427179,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,650001,1
427179,2557,1,2,CS213,RANGSIT,561,DATA STRUCTURES,650002,3
427179,2557,1,2,CS215,RANGSIT,561,PROGRAMMING PRACTICUM USING APPLICATION PROGRAMMING INTERFACE,650001,1
427179,2557,1,2,CS223,RANGSIT,561,COMPUTER ORGANIZATION AND ARCHITECTURE,650002,3
427180,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650002,1
427180,2556,1,2,EL171,RANGSIT,561,ENGLISH COURSE 2,650002,3
427180,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427180,2557,1,2,CS211,RANGSIT,561,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,650001,3
427180,2557,2,2,CS111,RANGSIT,561,OBJECT-ORIENTED PROGRAMMING,650003,3
427183,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
427183,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,650001,1
427183,2556,2,2,EL172,RANGSIT,561,ENGLISH COURSE 3,650002,3
427183,2556,2,2,SC135,RANGSIT,561,GENERAL PHYSICS,650001,3
427187,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650002,1
427187,2556,1,2,TU100,RANGSIT,561,CIVIC EDUCATION,650001,3
427187,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427187,2556,2,2,EL171,RANGSIT,561,ENGLISH COURSE 2,650201,3
427187,2556,2,2,MA217,RANGSIT,561,CALCULUS FOR SOCIAL SCIENCE 2,650001,3
427187,2556,2,2,PY228,RANGSIT,561,PSYCHOLOGY OF INTERPERSONAL RELATIONS,650101,3
427187,2556,2,2,TU120,RANGSIT,561,INTEGRATED SOCIAL SCIENCES,650101,2
427187,2556,3,2,EL172,RANGSIT,561,ENGLISH COURSE 3,650001,3
427188,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,650001,1
427188,2556,2,2,SC135,RANGSIT,561,GENERAL PHYSICS,650001,3
427188,2556,2,2,SC185,RANGSIT,561,GENERAL PHYSICS  LABORATORY,650001,1
427189,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
427189,2556,2,2,CS111,RANGSIT,561,OBJECT-ORIENTED PROGRAMMING,650002,3
427189,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,650001,1
427189,2556,2,2,EL172,RANGSIT,561,ENGLISH COURSE 3,650001,3
427189,2557,1,2,CS213,RANGSIT,561,DATA STRUCTURES,650001,3
427190,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427190,2556,2,2,MA212,RANGSIT,561,CALCULUS 2,650001,3
427192,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650002,1
427192,2556,1,2,MA216,RANGSIT,561,CALCULUS FOR SOCIAL SCIENCE 1,650001,3
427192,2556,1,2,TU100,RANGSIT,561,CIVIC EDUCATION,650001,3
427192,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427193,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650002,1
427193,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427193,2556,2,2,EL171,RANGSIT,561,ENGLISH COURSE 2,650201,3
427193,2556,2,2,MA212,RANGSIT,561,CALCULUS 2,650001,3
427193,2556,2,2,PY228,RANGSIT,561,PSYCHOLOGY OF INTERPERSONAL RELATIONS,650101,3
427193,2556,2,2,TU120,RANGSIT,561,INTEGRATED SOCIAL SCIENCES,650101,2
427195,2556,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650002,1
427195,2556,1,2,EL171,RANGSIT,561,ENGLISH COURSE 2,650002,3
427195,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
427195,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427195,2557,1,2,EL295,RANGSIT,561,ACADEMIC ENGLISH 1,650002,3
427195,2557,2,2,CS111,RANGSIT,561,OBJECT-ORIENTED PROGRAMMING,650003,3
427195,2557,2,2,CS231,RANGSIT,561,PROGRAMMING LANGUAGES AND PARADIGMS,650001,3
427195,2557,2,2,CS311,RANGSIT,561,DESIGN AND ANALYSIS OF ALGORITHMS,650002,3
427195,2557,2,2,CS341,RANGSIT,561,OPERATING SYSTEMS I,650001,3
427196,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427196,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,650001,1
427196,2556,2,2,MA212,RANGSIT,561,CALCULUS 2,650001,3
427196,2557,2,2,CS111,RANGSIT,561,OBJECT-ORIENTED PROGRAMMING,650003,3
427196,2557,2,2,CS311,RANGSIT,561,DESIGN AND ANALYSIS OF ALGORITHMS,650002,3
427197,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
427197,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427197,2556,2,2,SC135,RANGSIT,561,GENERAL PHYSICS,650001,3
427197,2557,1,2,CS211,RANGSIT,561,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,650002,3
427197,2557,1,2,CS213,RANGSIT,561,DATA STRUCTURES,650002,3
427197,2557,1,2,CS213,RANGSIT,561,DATA STRUCTURES,650001,3
427197,2557,1,2,EL295,RANGSIT,561,ACADEMIC ENGLISH 1,650002,3
427198,2556,1,2,MA216,RANGSIT,561,CALCULUS FOR SOCIAL SCIENCE 1,650001,3
427198,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427198,2556,2,2,SC135,RANGSIT,561,GENERAL PHYSICS,650001,3
427198,2557,1,2,CS211,RANGSIT,561,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,650001,3
427198,2557,1,2,EL295,RANGSIT,561,ACADEMIC ENGLISH 1,650002,3
427198,2557,1,2,EL295,RANGSIT,561,ACADEMIC ENGLISH 1,650001,3
427199,2556,2,2,CS111,RANGSIT,561,OBJECT-ORIENTED PROGRAMMING,650002,3
427199,2556,2,2,CS115,RANGSIT,561,PRACTICUM FOR OBJECT-ORIENTED PROGRAMMING,650001,1
427199,2557,1,2,CS213,RANGSIT,561,DATA STRUCTURES,650001,3
427199,2557,1,2,CS296,RANGSIT,561,ART AND DESIGN FOUNDATIONS,650001,3
427200,2556,1,2,MA216,RANGSIT,561,CALCULUS FOR SOCIAL SCIENCE 1,650001,3
427200,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427201,2556,1,2,EL171,RANGSIT,561,ENGLISH COURSE 2,650002,3
427201,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
427201,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427201,2556,3,2,EL172,RANGSIT,561,ENGLISH COURSE 3,650001,3
427201,2556,3,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
427201,2557,1,2,CS211,RANGSIT,561,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,650001,3
427201,2557,1,2,CS211,RANGSIT,561,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,650002,3
427201,2557,1,2,CS213,RANGSIT,561,DATA STRUCTURES,650002,3
427201,2557,1,2,CS223,RANGSIT,561,COMPUTER ORGANIZATION AND ARCHITECTURE,650002,3
427201,2557,2,2,CS251,RANGSIT,561,DATABASE SYSTEMS 1,650001,3
427201,2557,2,2,CS281,RANGSIT,561,OBJECT-ORIENTED ANALYSIS AND DESIGN,650001,3
427202,2556,1,2,MA216,RANGSIT,561,CALCULUS FOR SOCIAL SCIENCE 1,650001,3
427202,2556,1,2,TU100,RANGSIT,561,CIVIC EDUCATION,650001,3
427202,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427202,2556,2,2,EL172,RANGSIT,561,ENGLISH COURSE 3,650001,3
427202,2557,1,2,CS105,RANGSIT,561,PRACTICUM FOR STRUCTURAL PROGRAMMING,650001,1
427202,2557,1,2,CS211,RANGSIT,561,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,650002,3
427202,2557,1,2,CS213,RANGSIT,561,DATA STRUCTURES,650002,3
427202,2557,1,2,CS223,RANGSIT,561,COMPUTER ORGANIZATION AND ARCHITECTURE,650002,3
427202,2557,1,2,CS284,RANGSIT,561,INTRODUCTION TO SOFTWARE ENGINEERING,650001,3
427202,2557,1,2,CS296,RANGSIT,561,ART AND DESIGN FOUNDATIONS,650001,3
427202,2557,1,2,EL295,RANGSIT,561,ACADEMIC ENGLISH 1,650001,3
427203,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427203,2556,2,2,SC135,RANGSIT,561,GENERAL PHYSICS,650001,3
427203,2557,1,2,CS211,RANGSIT,561,SOFTWARE DEVELOPMENT USING APPLICATION PROGRAMMING INTERFACE,650002,3
427203,2557,1,2,CS213,RANGSIT,561,DATA STRUCTURES,650001,3
427203,2557,1,2,EL295,RANGSIT,561,ACADEMIC ENGLISH 1,650002,3
427204,2556,1,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
427204,2556,1,2,TU100,RANGSIT,561,CIVIC EDUCATION,650001,3
427204,2556,1,2,TU154,RANGSIT,561,FOUNDATION OF MATHEMATICS,650001,3
427204,2556,3,2,MA211,RANGSIT,561,CALCULUS 1,650001,3
427204,2557,1,2,EL295,RANGSIT,561,ACADEMIC ENGLISH 1,650002,3
427204,2557,2,2,CS111,RANGSIT,561,OBJECT-ORIENTED PROGRAMMING,650003,3
